Neighborhood_Tabulation_Area_Code__NTA_Code_,Neighborhood_Tabulation_Area_Name__NTA_NAME_,Borough_Name,Total_Population,Population_Density__per_Sq__Mi__,Total_Number_of_Households,Area__Sq__Mi__,Street_Mileage,Home_Broadband_Adoption__Percentage_of_Households_,"Home_Broadband_Adoption_by_Quartiles__High,_Medium-High,_Medium-Low,_Low_",Mobile_Broadband_Adoption__Percentage_of_Households_,"Mobile_broadband_adoption_by_Quartiles__High,_Medium-High,_Medium-Low,_Low_",Mobile_Dependent_Households__Percentage_of_Households_,"Mobile_Dependent_Households_Categorized_by_Quartiles__High,_Medium-High,_Medium-Low,_Low_",Residential_Broadband_Choice_Average_by_NTA,"Residential_Broadband_Choice_Average_by_Quartiles__High,_Medium-High,_Medium-Low,_Low_",Commercial_Fiber_ISP_Choice_Average_by_NTA,"Commercial_Fiber_Choice_Average_by_Quartiles__High,_Medium-High,_Medium-Low,_Low_",Commercial_Fiber_Max_ISP_Choice_by_NTA,"Commercial_Fiber_Max_ISP_Choice_by_Quartiles__High,_Medium-High,_Medium-Low,_Low_",Percentage_of_Blocks_without_a_Commercial_Fiber_Provider,Percentage_of_Blocks_without_a_Commercial_Fiber_Provider_by_Quartiles,Percentage_of_Blocks_with_ISP_Reported_Speed_Availability_of_>=25_Mbps__Broadband_Speed_,Percentage_of_Blocks_with_ISP_Reported_Speed_Availability_of_>=900_Mbps,Number_of_Public_Computer_Centers_with_free_public_Wi-Fi,Public_Wi-Fi_in_NYC_Count,Number_of_Free_Public_Wi-Fi_Access_Points_in_a_Pedestrian_Corridor,Available_Free_Public_Wi-Fi_in_a_Pedestrian_Corridor__Y/N_,Estimated_Number_of_Businesses,Number_of_Households,Total_Accounts,Account_Density,Account_Density_Quartile,Population_Projections_2050,Households_Receiving_Benefits,Estimated_Lifeline_Eligible_Households,Supportive_Housing__NYCDHS_,Low-Income_Housing__NYCHA_,Presence_of_IBZs,Number_of_NYCHA_Buildings,Number_of_Public_Schools,Number_of_DCAS_Buildings,Number_of_NYC_H+H_Buildings,City_Buildings_with_High_Rooftops__7+_Floors__Capacity_by_Quartile,Street_Furniture:_FDNY_Call_Boxes,Street_Furniture:_Parking_Pay_Stations,Street_Furniture:_Bus_Stop_Shelters,Street_Furniture:_Bike_Shelters,Street_Furniture:_City_Benches,LinkNYC_Kiosks,WalkNYC_Sign_Locations,Poles_Reserved_by_Mobile_Telecom_Franchisee,Pole_with_Equipment_Installed_by_Mobile_Telecom_Franchise,Density_of_Poles_Reserved_and_with_Equipment_Installed_for_Mobile_Telecom_Franchise,Mobile_Telecom_Franchise_Pole_Density_Level_by_Quartile,Empire_City_Subway_Coverage__Percentage_,Percentage_of_Households_with_fewer_than_3_broadband_options_available,Number_of_Fixed_Wireless_Providers_Available,Estimated_Aerial_Plant_Coverage__Percentage_,Estimated_Underground_Plant_Coverage__Percentage_,Geographic_Variations_in_Fiber_Delivery_Modes_by_NTA,Estimated_Underground_Utility_Conflict_Volume,Utility_Pole_Make_Ready_Estimated_Required_Number_of_Moves,Utility_Pole_Make-Ready_-_Estimated_Relative_Volume,NYC_Internet_Master_Plan_Open_Access_Infrastructure_Cost_Comparison_Coefficient,NYC_Internet_Master_Plan_Open_Access_Infrastructure_Cost_Comparison_Coefficient_by_Quartile,"Fiber_Drops,_Estimated_Relative_Costs","Indoor_Cabling_for_Multiple_Dwelling_Units,_Estimated__Relative_Costs","Optimal_for_Unlicensed
Millimeter_Wave_Fixed_Wireless_Access_as_a_Residential
Broadband_Solution","Percentage_Optimal_for_Unlicensed
Millimeter_Wave_Fixed_Wireless_Access_as_a_Residential
Broadband_Solution",Estimated_number_of_radio_sites_for_CBRS_coverage,Estimated_number_of_radio_sites_for_mmWave_coverage_in_optimal_areas,Sample_of_NTA_Field_Surveyed?__Y/N_,Reviewed_for_Underground_Fiber-to-the-Premise?__Y/N_,Reviewed_for_Aerial_Fiber-to-the-Premise?__Y/N_,Reviewed_for_Millimeter_Wave_Fixed_Wireless_Access?__Y/N_,Field_Survey_Findings,Percentage_of_Blocks_WITH_Commercial_Fiber_Provider,Size_of_Population_Growth_by_2030,2030_Population_Density,Pole_Rich,Pop_Growth_Rate
QN25,Corona,Queens,58626,81397.54,16379,0.72,27,0.67,Medium Low,0.7,Medium Low,0.06,High,2.6,High,1.3,Medium-High,2,Medium Low,0.16,Medium High,1.0,1.0,2,1,0,False,1442.0,16379.0,17821.0,660.0,High,60098.0,1267.0,4084.0,0.0,0.0,False,0.0,5.0,7.0,0.0,Low,58.0,29.0,18.0,0.0,3.0,0.0,1,13.0,5.0,0.67,Medium High,0.0,0.23,2.0,0.91,1.0,Above and Underground Network,Average,4.5,High,1.55,High,Average,Average,YES,0.27,59.0,2.0,NO,NO,NO,NO,NONE,0.84,1472.0,83469.44444444445,Poles Reserved Above Average,Unknown
QN26,North Corona,Queens,54677,84684.68,11915,0.65,24,0.63,Low,0.68,Medium Low,0.05,Medium High,2.4,Medium High,1.1,Low,2,Medium Low,0.04,Low,0.99,0.99,5,2,1,True,1442.0,11915.0,13357.0,557.0,Medium High,57526.0,478.0,3778.0,0.0,0.0,False,0.0,8.0,3.0,0.0,Medium High,59.0,91.0,3.0,0.0,3.0,1.0,3,14.0,10.0,1.0,Medium High,0.0,0.73,2.0,0.81,1.0,Above and Underground Network,Average,4.5,High,1.16,Medium High,Average,Average,YES,0.13,37.0,2.0,NO,NO,NO,NO,NONE,0.96,2849.0,88501.53846153845,Poles Reserved Above Average,Unknown
QN27,East Elmhurst,Queens,21760,30753.46,5850,0.71,29,0.7,Medium Low,0.69,Medium Low,0.03,Low,1.9,Medium Low,1.4,Medium-High,3,Medium High,0.13,Medium High,0.98,0.98,3,3,1,True,353.0,5850.0,6203.0,214.0,Low,24989.0,197.0,1274.0,0.0,0.0,False,0.0,5.0,8.0,0.0,Low,57.0,22.0,14.0,0.0,2.0,1.0,1,8.0,7.0,0.52,Medium Low,0.0,1.0,1.0,0.93,1.0,Above and Underground Network,Low,3.0,Low,0.55,Medium Low,Low,High,YES,0.08,46.0,4.0,NO,NO,NO,NO,NONE,0.87,3229.0,35195.77464788732,Poles Reserved Below Average,Low Growth
QN28,Jackson Heights,Queens,104125,60660.14,36101,1.72,62,0.75,Medium High,0.76,High,0.03,Low,1.9,Medium Low,1.2,Medium-Low,3,Medium High,0.19,Medium High,0.99,0.99,3,25,24,True,994.0,36101.0,37095.0,598.0,Medium High,114051.0,1753.0,6395.0,0.0,0.0,False,0.0,9.0,7.0,0.0,Medium Low,123.0,226.0,26.0,0.0,39.0,24.0,5,35.0,17.0,0.84,Medium High,0.0,0.89,2.0,0.5,1.0,Above and Underground Network,Average,4.5,High,3.23,High,Average,Average,YES,0.31,62.0,23.0,NO,NO,NO,NO,NONE,0.81,9926.0,66308.72093023256,Poles Reserved Above Average,High Growth
QN29,Elmhurst,Queens,83663,71384.84,26214,1.17,46,0.72,Medium High,0.68,Medium Low,0.05,Medium High,2.6,High,1.3,Medium-Low,3,Medium High,0.12,Medium High,1.0,1.0,3,39,29,True,1683.0,26214.0,27897.0,606.0,Medium High,92647.0,1141.0,6122.0,0.0,0.0,False,0.0,9.0,10.0,2.0,High,102.0,174.0,21.0,0.0,16.0,29.0,8,17.0,11.0,0.61,Medium Low,0.0,0.17,3.0,0.78,0.9,Above and Underground Network,Average,4.5,High,2.44,High,Average,Average,YES,0.3,55.0,6.0,YES,YES,YES,NO,"Average to High underground interference from existing utilities.  
Average to high make-ready requirements. Of the sample poles surveyed 50% required make-ready, and 33% required pole replacement. 
General findings for this area include; the presence of call boxes and low voltage wires on pole lines, poles with power attachment removed leaving only the telecom space remaining, and spacing issues with current utility attachments in the telecom space.
Additionally, some locations had power service drops and telecom service drops crossing in the same space without proper clearance between the two.",0.88,8984.0,79185.4700854701,Poles Reserved Above Average,High Growth
QN30,Maspeth,Queens,29111,22776.95,10438,1.28,50,0.77,Medium High,0.7,Medium Low,0.04,Medium Low,3.2,High,1.2,Medium-Low,3,Medium High,0.12,Medium High,1.0,1.0,2,1,0,False,1261.0,10857.0,12118.0,242.0,Low,31153.0,226.0,1163.0,0.0,0.0,True,0.0,6.0,14.0,0.0,Medium Low,102.0,53.0,16.0,0.0,5.0,0.0,0,6.0,3.0,0.18,Low,0.0,0.07,3.0,1.0,0.53,Above and Underground Network,Low,3.0,Low,1.04,Medium High,Low,High,YES,0.08,15.0,4.0,NO,NO,NO,NO,NONE,0.88,2042.0,24338.28125,Poles Reserved Below Average,Low Growth
QN31,Hunters Point-Sunnyside-West Maspeth,Queens,66926,18232.32,28658,3.67,111,0.8,High,0.8,High,0.04,Medium Low,2.5,Medium High,1.5,Medium-High,4,High,0.39,High,1.0,1.0,3,52,42,True,2270.0,28658.0,30928.0,279.0,Medium Low,119758.0,938.0,2770.0,0.0,0.0,True,0.0,17.0,27.0,0.0,Medium Low,201.0,337.0,48.0,1.0,35.0,42.0,16,49.0,13.0,0.56,Medium Low,0.0,0.53,3.0,0.57,0.74,Above and Underground Network,Average,4.0,Average,2.61,High,Average,Average,YES,0.39,104.0,74.0,NO,NO,NO,NO,NONE,0.61,52832.0,32631.607629427792,Poles Reserved Above Average,Unknown
QN33,Cambria Heights,Queens,19546,16475.07,6190,1.19,42,0.75,Medium High,0.77,High,0.08,High,2.0,Medium High,1.0,Low,1,Low,0.05,Medium Low,1.0,0.99,1,1,0,False,157.0,6190.0,6347.0,151.0,Low,18767.0,199.0,291.0,0.0,0.0,False,0.0,6.0,2.0,0.0,Low,64.0,0.0,8.0,0.0,3.0,0.0,0,10.0,9.0,0.45,Medium Low,0.0,0.99,1.0,0.7,0.0,Above Ground (Utility Pole Presence),Low,3.0,Low,0.54,Medium Low,Low,High,NO,0.0,108.0,55.0,NO,NO,NO,NO,NONE,0.95,-779.0,15770.588235294119,Poles Reserved Above Average,Low Growth
QN34,Queens Village,Queens,54732,21945.24,14946,2.49,92,0.78,High,0.74,Medium High,0.05,Medium High,1.9,Medium Low,1.1,Low,2,Medium Low,0.07,Medium Low,1.0,1.0,1,1,0,False,263.0,15500.0,15763.0,171.0,Low,52924.0,810.0,2323.0,0.0,0.0,False,0.0,4.0,12.0,0.0,Medium Low,193.0,67.0,20.0,0.0,4.0,0.0,0,4.0,6.0,0.11,Low,0.0,0.98,1.0,1.0,0.43,Above and Underground Network,Low,3.0,Low,1.35,Medium High,Low,High,NO,0.0,43.0,35.0,NO,NO,NO,NO,NONE,0.9299999999999999,-1808.0,21254.61847389558,Poles Reserved Below Average,Low Growth
QN35,Briarwood-Jamaica Hills,Queens,42224,40175.45,8659,1.05,42,0.75,Medium High,0.77,High,0.06,High,1.9,Medium Low,1.2,Medium-Low,3,Medium High,0.16,Medium High,0.99,0.99,1,2,0,False,1121.0,14198.0,15319.0,365.0,Medium Low,41833.0,326.0,2123.0,0.0,0.0,False,0.0,14.0,4.0,0.0,Low,86.0,64.0,17.0,0.0,1.0,0.0,1,6.0,13.0,0.45,Medium Low,0.0,0.9,1.0,0.81,0.98,Above and Underground Network,Average,4.0,Average,1.31,Medium High,Average,Average,YES,0.34,191.0,0.0,YES,YES,NO,NO,Average underground interference from existing utilities.,0.84,-391.0,39840.95238095238,Poles Reserved Below Average,Low Growth
QN37,Kew Gardens Hills,Queens,38404,28259.17,13133,1.36,47,0.77,Medium High,0.71,Medium High,0.04,Medium Low,1.8,Low,1.1,Low,2,Medium Low,0.25,High,1.0,1.0,2,1,0,False,700.0,13133.0,13833.0,294.0,Medium Low,37852.0,413.0,1521.0,0.0,0.0,False,0.0,12.0,3.0,0.0,Medium Low,92.0,71.0,32.0,0.0,2.0,0.0,2,7.0,18.0,0.53,Medium Low,0.0,0.97,1.0,0.13,0.76,Above and Underground Network,Average,4.0,Average,1.19,Medium High,Average,Average,YES,0.18,137.0,51.0,NO,NO,NO,NO,NONE,0.75,-552.0,27832.35294117647,Poles Reserved Below Average,Low Growth
QN38,Pomonok-Flushing Heights-Hillcrest,Queens,36416,26142.73,12076,1.39,54,0.71,Medium Low,0.66,Low,0.04,Medium Low,1.9,Medium Low,1.2,Medium-Low,2,Medium Low,0.07,Medium Low,1.0,1.0,1,1,0,False,856.0,12076.0,12932.0,239.0,Low,35038.0,628.0,2029.0,0.0,2071.0,False,3.0,4.0,3.0,1.0,Medium Low,75.0,33.0,33.0,0.0,4.0,0.0,0,12.0,16.0,0.52,Medium Low,0.0,1.0,2.0,0.71,0.19,Above and Underground Network,Low,3.0,Low,1.09,Medium High,Low,High,YES,0.29,100.0,23.0,NO,NO,NO,NO,NONE,0.9299999999999999,-1378.0,25207.194244604318,Poles Reserved Above Average,Low Growth
QN41,Fresh Meadows-Utopia,Queens,18700,18770.79,6658,1.0,42,0.82,High,0.79,High,0.04,Medium Low,2.1,Medium High,1.0,Low,2,Medium Low,0.1,Medium Low,1.0,1.0,2,5,0,False,658.0,6658.0,7316.0,174.0,Low,17961.0,219.0,782.0,0.0,0.0,False,0.0,3.0,1.0,0.0,Low,50.0,40.0,14.0,0.0,3.0,0.0,0,3.0,0.0,0.07,Low,0.0,0.64,1.0,0.24,0.46,Above and Underground Network,Low,3.0,Low,0.63,Medium Low,Low,High,YES,0.23,244.0,8.0,NO,NO,NO,NO,NONE,0.9,-739.0,17961.0,Poles Reserved Below Average,Low Growth
QN42,Oakland Gardens,Queens,28669,15668.18,11169,1.83,60,0.81,High,0.74,Medium High,0.05,Medium High,1.9,Medium Low,1.1,Low,3,Medium High,0.1,Medium Low,1.0,1.0,2,1,0,False,550.0,11169.0,11719.0,195.0,Low,28981.0,162.0,1005.0,0.0,0.0,False,0.0,7.0,1.0,0.0,Low,94.0,19.0,15.0,0.0,3.0,0.0,0,13.0,12.0,0.42,Medium Low,0.0,0.9,1.0,1.0,0.0,Above Ground (Utility Pole Presence),Low,3.0,Low,0.99,Medium High,Low,High,YES,0.07,119.0,8.0,NO,NO,NO,NO,NONE,0.9,312.0,15836.612021857924,Poles Reserved Above Average,Low Growth
QN43,Bellerose,Queens,26916,13598.4,8235,1.98,68,0.8,High,0.73,Medium High,0.05,Medium High,1.9,Medium Low,1.2,Low,3,Medium High,0.13,Medium High,1.0,1.0,1,7,0,False,264.0,8235.0,8499.0,125.0,Low,25458.0,131.0,758.0,0.0,0.0,False,0.0,8.0,1.0,0.0,Medium Low,104.0,35.0,15.0,0.0,4.0,0.0,0,11.0,6.0,0.25,Low,0.0,0.94,1.0,0.7,0.02,Above and Underground Network,Low,3.0,Low,0.72,Medium Low,Low,High,NO,0.0,169.0,2.0,NO,NO,NO,NO,NONE,0.87,-1458.0,12857.575757575758,Poles Reserved Above Average,Low Growth
QN44,Glen Oaks-Floral Park-New Hyde Park,Queens,23344,14251.68,8945,1.64,49,0.76,Medium High,0.71,Medium Low,0.03,Low,2.2,Medium High,1.1,Low,2,Medium Low,0.09,Medium Low,1.0,1.0,1,1,0,False,150.0,8945.0,9095.0,186.0,Low,22767.0,60.0,397.0,0.0,0.0,False,0.0,6.0,2.0,0.0,None,68.0,28.0,9.0,0.0,3.0,0.0,0,12.0,2.0,0.29,Low,0.0,0.89,1.0,0.45,0.0,Above Ground (Utility Pole Presence),Low,3.0,Low,0.81,Medium Low,Low,High,YES,0.06,118.0,8.0,YES,YES,NO,NO,Average to low underground interference from existing utilities.,0.91,-577.0,13882.317073170732,Poles Reserved Above Average,Low Growth
QN45,Douglas Manor-Douglaston-Little Neck,Queens,25738,10494.22,9783,2.45,91,0.8,High,0.72,Medium High,0.04,Medium Low,2.0,Medium High,1.1,Low,2,Medium Low,0.12,Medium High,1.0,1.0,3,2,0,False,393.0,9783.0,10176.0,112.0,Low,25016.0,25.0,663.0,0.0,0.0,False,0.0,5.0,12.0,0.0,Medium Low,116.0,44.0,4.0,0.0,8.0,0.0,0,0.0,8.0,0.09,Low,0.0,0.93,2.0,0.64,0.0,Above Ground (Utility Pole Presence),Low,3.0,Low,0.86,Medium Low,Low,High,YES,0.03,63.0,4.0,NO,NO,NO,NO,NONE,0.88,-722.0,10210.612244897959,Poles Reserved Below Average,Low Growth
QN46,Bayside-Bayside Hills,Queens,44864,15480.77,15707,2.9,110,0.83,High,0.76,High,0.05,Medium High,1.9,Medium Low,1.1,Low,3,Medium High,0.07,Medium Low,0.99,0.99,1,1,0,False,925.0,15707.0,16632.0,151.0,Low,44484.0,264.0,1337.0,0.0,0.0,False,0.0,8.0,9.0,0.0,High,192.0,129.0,13.0,0.0,22.0,0.0,1,12.0,40.0,0.47,Medium Low,0.0,1.0,2.0,0.99,0.26,Above and Underground Network,Low,3.0,Low,1.42,Medium High,Low,High,YES,0.04,213.0,0.0,YES,YES,YES,NO,"Average to low underground interference from existing utilities.
Low make-ready requirements. Of the sample poles surveyed 60% required make-ready, and 0% required pole replacement. 
General findings for this area include; spacing issues with current utility attachments in the telecom space, broken lashing wire on some attachments, and some locations had telecom service drops crossing the roadway without proper clearance.",0.9299999999999999,-380.0,15339.310344827587,Poles Reserved Above Average,Low Growth
QN47,Ft. Totten-Bay Terrace-Clearview,Queens,21945,13216.21,9887,1.66,43,0.78,High,0.72,Medium High,0.06,High,1.8,Medium Low,1.1,Low,3,Medium High,0.32,High,0.77,0.77,3,2,0,False,469.0,9887.0,10356.0,241.0,Low,21920.0,38.0,502.0,0.0,0.0,False,0.0,4.0,3.0,0.0,Low,86.0,18.0,20.0,0.0,0.0,0.0,0,6.0,13.0,0.44,Medium Low,0.0,1.0,1.0,0.44,0.37,Above and Underground Network,Low,3.0,Low,0.89,Medium High,Low,High,YES,0.18,273.0,24.0,NO,NO,NO,NO,NONE,0.6799999999999999,-25.0,13204.819277108434,Poles Reserved Below Average,Low Growth
QN48,Auburndale,Queens,20609,16817.81,6937,1.23,49,0.79,High,0.72,Medium High,0.05,Medium High,1.9,Medium Low,1.1,Low,2,Medium Low,0.08,Medium Low,0.99,0.99,1,1,0,False,1071.0,6937.0,8008.0,163.0,Low,20412.0,98.0,660.0,0.0,0.0,False,0.0,4.0,2.0,0.0,Low,79.0,23.0,14.0,0.0,2.0,0.0,0,10.0,14.0,0.49,Medium Low,0.0,1.0,1.0,0.61,0.36,Above and Underground Network,Low,3.0,Low,0.68,Medium Low,Low,High,YES,0.05,170.0,45.0,NO,NO,NO,NO,NONE,0.92,-197.0,16595.121951219513,Poles Reserved Above Average,Low Growth
QN49,Whitestone,Queens,31090,12554.35,11275,2.48,83,0.81,High,0.7,Medium Low,0.04,Medium Low,1.9,Medium Low,1.1,Low,2,Medium Low,0.12,Medium High,0.97,0.97,1,1,0,False,934.0,11275.0,12209.0,147.0,Low,31394.0,126.0,848.0,0.0,0.0,False,0.0,4.0,13.0,0.0,Low,131.0,34.0,11.0,0.0,2.0,0.0,0,6.0,29.0,0.42,Medium Low,0.0,1.0,2.0,0.97,0.1,Above and Underground Network,Low,3.0,Low,1.03,Medium High,Low,High,YES,0.09,139.0,21.0,NO,NO,NO,NO,NONE,0.88,304.0,12658.870967741936,Poles Reserved Below Average,Low Growth
QN50,Elmhurst-Maspeth,Queens,26460,33642.65,7825,0.79,34,0.79,High,0.79,High,0.02,Low,2.6,High,1.3,Medium-Low,3,Medium High,0.21,High,1.0,1.0,0,12,12,True,1680.0,7825.0,9505.0,280.0,Medium Low,29655.0,422.0,1344.0,0.0,0.0,True,0.0,5.0,3.0,0.0,Low,55.0,39.0,4.0,0.0,3.0,12.0,3,3.0,4.0,0.21,Low,0.0,0.26,3.0,0.56,0.89,Above and Underground Network,Average,4.0,Average,0.83,Medium Low,Average,Average,YES,0.18,54.0,3.0,NO,NO,NO,NO,NONE,0.79,3195.0,37537.9746835443,Poles Reserved Below Average,Low Growth
QN51,Murray Hill,Queens,52659,27970.68,17653,1.88,57,0.65,Medium Low,0.63,Low,0.07,High,2.0,Medium Low,1.2,Low,3,Medium High,0.04,Low,1.0,1.0,1,6,0,False,2404.0,17653.0,20057.0,352.0,Medium Low,52719.0,687.0,3173.0,0.0,0.0,False,0.0,6.0,5.0,0.0,Low,120.0,83.0,22.0,0.0,1.0,0.0,0,8.0,33.0,0.72,Medium High,0.0,0.81,2.0,0.99,0.75,Above and Underground Network,Average,4.0,Average,1.72,High,Average,Average,YES,0.13,98.0,8.0,NO,NO,NO,NO,NONE,0.96,60.0,28042.021276595748,Poles Reserved Below Average,Low Growth
QN52,East Flushing,Queens,26436,25023.55,8231,1.06,31,0.69,Medium Low,0.63,Low,0.05,Medium High,2.0,Medium High,1.0,Low,2,Medium Low,0.01,Low,1.0,1.0,2,4,0,False,1739.0,8231.0,9970.0,322.0,Medium Low,27661.0,253.0,1741.0,0.0,0.0,False,0.0,2.0,3.0,0.0,Low,71.0,29.0,9.0,0.0,3.0,0.0,0,3.0,15.0,0.58,Medium Low,0.0,0.93,1.0,0.98,0.78,Above and Underground Network,Average,4.0,Average,0.86,Medium Low,Average,Average,YES,0.07,91.0,0.0,NO,NO,NO,NO,NONE,0.99,1225.0,26095.28301886792,Poles Reserved Below Average,Low Growth
QN53,Woodhaven,Queens,62821,47335.92,17208,1.33,54,0.76,Medium High,0.75,Medium High,0.06,High,2.0,Medium High,1.0,Low,1,Low,0.05,Low,1.0,1.0,2,19,14,True,499.0,17208.0,17707.0,328.0,Medium Low,58665.0,484.0,3000.0,0.0,0.0,False,0.0,6.0,9.0,0.0,Low,75.0,91.0,17.0,0.0,4.0,14.0,6,4.0,20.0,0.44,Medium Low,0.0,0.89,1.0,1.0,0.96,Above and Underground Network,Average,4.0,Average,1.52,High,Average,Average,YES,0.02,191.0,0.0,YES,YES,YES,NO,"Average to high underground interference from existing utilities. 
Average to low make-ready requirements. Of the sample poles surveyed 33% required make-ready, and 0% required pole replacement. 
General findings for this area include; the presence of call boxes and low voltage wires on pole lines and telecom drop that do not meet proper clearances.",0.95,-4156.0,44109.02255639098,Poles Reserved Below Average,Unknown
QN54,Richmond Hill,Queens,68275,37339.48,17392,1.83,61,0.73,Medium High,0.77,High,0.06,High,1.9,Medium Low,1.2,Medium-Low,3,Medium High,0.07,Medium Low,1.0,1.0,2,29,23,True,741.0,17392.0,18133.0,297.0,Medium Low,67126.0,722.0,3863.0,0.0,0.0,True,0.0,13.0,8.0,0.0,Medium Low,129.0,92.0,34.0,0.0,16.0,22.0,1,16.0,19.0,0.57,Medium Low,0.0,1.0,1.0,0.75,0.96,Above and Underground Network,Average,4.0,Average,1.56,High,Average,Average,NO,0.001,107.0,34.0,NO,NO,NO,NO,NONE,0.9299999999999999,-1149.0,36680.87431693989,Poles Reserved Above Average,Low Growth
QN55,South Ozone Park,Queens,85411,28877.26,21939,2.96,95,0.76,Medium High,0.73,Medium High,0.04,Medium Low,1.9,Medium Low,1.1,Low,2,Medium Low,0.09,Medium Low,0.98,0.98,2,2,0,False,522.0,21939.0,22461.0,236.0,Low,76732.0,1229.0,4157.0,0.0,0.0,False,0.0,10.0,22.0,0.0,High,130.0,187.0,20.0,1.0,8.0,0.0,0,21.0,15.0,0.38,Low,0.0,1.0,2.0,1.0,0.01,Above and Underground Network,Low,3.0,Low,1.93,High,Low,High,YES,0.04,76.0,17.0,NO,NO,NO,NO,NONE,0.91,-8679.0,25922.972972972973,Poles Reserved Above Average,Low Growth
QN56,Ozone Park,Queens,23415,26082.17,6909,0.9,33,0.8,High,0.78,High,0.07,High,1.9,Medium Low,1.0,Low,1,Low,0.11,Medium Low,1.0,1.0,1,1,0,False,429.0,6909.0,7338.0,222.0,Low,21774.0,159.0,1096.0,0.0,0.0,False,0.0,6.0,12.0,0.0,Low,39.0,67.0,10.0,0.0,3.0,0.0,3,8.0,9.0,0.52,Medium Low,0.0,0.98,2.0,1.0,0.21,Above and Underground Network,Low,3.0,Low,0.63,Medium Low,Low,High,NO,0.01,140.0,8.0,NO,NO,NO,NO,NONE,0.89,-1641.0,24193.333333333332,Poles Reserved Below Average,Low Growth
QN57,Lindenwood-Howard Beach,Queens,28247,12309.69,10511,2.29,66,0.73,Medium High,0.65,Low,0.05,Medium High,1.9,Medium Low,1.0,Low,1,Low,0.18,Medium High,0.96,0.96,1,1,0,False,477.0,10511.0,10988.0,166.0,Low,26339.0,123.0,1131.0,0.0,0.0,False,0.0,3.0,28.0,0.0,Low,82.0,52.0,10.0,0.0,1.0,0.0,3,6.0,4.0,0.15,Low,0.0,0.98,2.0,1.0,0.02,Above and Underground Network,Low,3.0,Low,0.94,Medium High,Low,High,YES,0.05,152.0,0.0,YES,YES,YES,NO,"Low underground interference from existing utilities.  
Low make-ready requirements. Of the sample poles surveyed 0% required make-ready, and 0% required pole replacement. 
General findings for this area include; no substantial compliance violations or make ready concerns.",0.8200000000000001,-1908.0,11501.746724890829,Poles Reserved Below Average,Low Growth
QN60,Kew Gardens,Queens,23719,32150.67,10154,0.74,32,0.74,Medium High,0.72,Medium High,0.05,Medium High,1.8,Low,1.4,Medium-High,3,Medium High,0.28,High,0.94,0.94,0,10,5,True,556.0,10154.0,10710.0,335.0,Medium Low,23619.0,362.0,1126.0,0.0,0.0,False,0.0,1.0,8.0,0.0,Low,43.0,40.0,13.0,0.0,6.0,5.0,1,4.0,10.0,0.44,Medium Low,0.0,0.94,1.0,0.11,1.0,Above and Underground Network,Average,4.0,Average,0.9,Medium High,Average,Average,YES,0.55,126.0,8.0,NO,NO,NO,NO,NONE,0.72,-100.0,31917.567567567567,Poles Reserved Below Average,Low Growth
QN61,Jamaica,Queens,55597,32764.93,21370,1.7,55,0.64,Medium Low,0.68,Medium Low,0.08,High,1.8,Low,1.3,Medium-Low,3,Medium High,0.14,Medium High,1.0,1.0,5,25,18,True,757.0,15831.0,16588.0,302.0,Medium Low,65735.0,1166.0,4257.0,100.0,530.0,True,3.0,9.0,16.0,0.0,Medium High,154.0,195.0,34.0,0.0,6.0,18.0,18,30.0,23.0,0.96,Medium High,0.0,1.0,1.0,0.94,0.87,Above and Underground Network,Average,4.0,Average,1.43,High,Average,Average,YES,0.42,189.0,4.0,NO,NO,NO,NO,NONE,0.86,10138.0,38667.64705882353,Poles Reserved Above Average,Unknown
QN62,Queensboro Hill,Queens,21460,22525.02,5968,0.95,35,0.68,Medium Low,0.69,Medium Low,0.08,High,1.9,Medium Low,1.1,Low,2,Medium Low,0.11,Medium High,1.0,1.0,1,7,0,False,1657.0,5968.0,7625.0,218.0,Low,21179.0,210.0,1480.0,0.0,0.0,False,0.0,2.0,3.0,0.0,Low,61.0,44.0,11.0,0.0,0.0,0.0,4,5.0,13.0,0.51,Medium Low,0.0,1.0,1.0,0.88,0.73,Above and Underground Network,Low,3.0,Low,0.65,Medium Low,Low,High,NO,0.01,222.0,7.0,NO,NO,NO,NO,NONE,0.89,-281.0,22293.684210526317,Poles Reserved Below Average,Low Growth
QN63,Woodside,Queens,45702,45106.27,15879,1.01,42,0.78,High,0.78,High,0.03,Low,2.5,High,1.3,Medium-Low,3,Medium High,0.25,High,1.0,1.0,1,16,7,True,1675.0,15879.0,17554.0,418.0,Medium Low,51598.0,619.0,2253.0,0.0,0.0,True,0.0,4.0,8.0,0.0,Low,58.0,89.0,17.0,0.0,5.0,6.0,2,12.0,7.0,0.45,Medium Low,0.0,0.28,3.0,0.65,0.94,Above and Underground Network,Average,4.0,Average,1.52,High,Average,Average,YES,0.39,127.0,21.0,NO,NO,NO,NO,NONE,0.75,5896.0,51087.12871287129,Poles Reserved Above Average,High Growth
